180,180
180,180
180,180
180,180
180,180
180,180
180,180
180,180
180,180
180,180
180,180
180,180
180,180
180,180
180,180
180,180
180,180
180,180
180,180
180,180
180,180
180,180
180,180
180,180
180,180
180,180
180,180
180,180
180,180
180,180
180,180
180,180
180,180
180,180
180,180
180,180
180,180
180,180
180,180
180,180
180,180
180,180
180,180
180,180
180,180
180,180
180,180
180,180
180,180
180,180
180,180
180,180
180,180
180,180
180,180
180,180
180,180
180,180
180,180
180,180
180,180
180,180
180,180
180,180
180,180
180,180
180,180
180,180
180,180
180,180
180,180
180,180
180,180
180,180
180,180
180,180
180,180
180,180
180,180
180,180
180,180
180,180
180,180
180,180
180,180
180,180
180,180
180,180
180,180
180,180
180,180
180,180
180,180
180,180
180,180
180,180
180,180
180,180
179,180
180,180
180,180
180,180
180,180
180,176
182,181
180,181
183,181
182,180
184,179
184,179
183,180
185,179
186,180
189,180
193,179
197,180
199,181
202,181
202,180
205,184
205,181
206,181
207,182
207,182
208,181
211,181
210,180
211,180
212,180
212,180
213,180
213,180
213,180
215,180
217,180
215,180
215,180
215,180
216,180
217,180
216,180
217,180
217,180
215,180
215,180
215,180
216,180
217,180
217,180
218,180
217,180
218,180
218,180
218,180
218,180
218,180
219,180
219,180
218,180
219,180
219,180
220,180
219,180
219,178
220,181
220,180
220,180
220,180
220,180
220,180
220,180
220,180
220,180
220,184
216,181
205,181
202,180
202,180
199,181
202,177
200,181
199,184
198,181
197,183
195,190
197,190
195,194
194,198
191,198
193,201
190,202
191,207
186,211
188,210
185,216
188,215
185,218
185,219
184,221
186,218
183,221
184,221
182,221
180,224
181,221
180,222
180,222
179,222
180,220
175,221
174,216
171,215
169,213
170,214
166,211
164,210
161,209
160,207
159,208
158,208
156,206
156,206
153,204
152,204
150,202
146,201
144,199
144,199
142,198
143,198
140,197
139,197
138,197
137,199
137,197
135,196
134,196
134,195
134,195
133,196
133,195
131,196
132,195
131,195
131,195
130,195
130,196
129,196
129,197
129,198
131,200
132,202
134,204
133,204
139,208
136,207
139,209
139,210
143,209
147,209
145,210
151,207
156,206
158,207
163,203
168,204
170,202
176,202
178,203
180,200
186,201
185,200
191,204
190,201
191,209
191,211
192,213
193,214
194,212
194,211
195,209
195,209
196,201
195,193
191,188
189,186
186,182
182,179
178,176
177,177
176,178
175,183
174,185
170,188
169,189
167,190
162,191
162,190
163,191
167,192
173,193
177,193
183,192
183,192
185,192
186,192
187,194
193,192
192,198
190,202
188,205
186,208
186,208
185,205
184,193
182,183
184,180
183,177
182,176
181,174
180,174
180,174
179,173
179,172
180,171
178,170
180,170
181,167
181,166
181,166
180,166
182,164
180,167
185,168
187,170
188,171
192,175
195,177
197,179
201,178
200,180
199,179
196,176
192,178
186,181
183,186
181,191
177,189
173,186
164,184
164,184
166,185
173,188
179,187
177,189
167,186
167,187
178,185
181,183
186,184
189,187
191,183
195,185
197,190
193,200
196,202
192,205
189,203
183,201
176,197
169,191
166,191
163,190
161,190
158,189
159,193
156,193
157,198
160,201
160,204
160,208
161,210
161,213
162,213
162,216
163,220
165,223
165,225
167,226
167,226
167,227
168,227
169,228
168,228
169,229
168,228
169,229
169,228
169,229
169,230
169,228
169,233
172,230
169,232
170,230
170,232
173,234
174,232
173,236
174,237
175,243
176,237
176,242
176,241
176,246
177,243
176,244
175,244
178,245
176,244
176,245
178,243
177,244
178,240
178,235
176,225
177,222
178,217
178,214
176,207
177,205
173,197
175,196
172,192
176,189
177,184
178,185
175,180
174,179
174,176
167,176
164,175
161,178
163,178
164,180
172,182
173,180
178,176
178,166
175,160
174,165
178,173
181,168
186,172
191,175
186,179
181,182
179,192
179,191
177,198
175,193
175,191
167,184
163,182
166,182
169,181
172,180
172,175
182,179
181,176
188,174
190,181
194,187
186,189
180,185
172,179
163,180
162,180
163,175
167,180
167,182
163,182
165,180
164,180
168,188
164,196
167,196
171,202
174,208
176,212
182,212
184,209
189,210
186,210
188,213
191,211
193,212
191,208
189,205
183,194
184,186
182,182
184,179
182,176
184,174
184,169
183,167
183,168
184,166
183,164
183,163
181,159
182,160
182,160
181,162
181,162
181,167
180,171
181,180
182,189
182,197
180,199
181,204
180,203
183,195
180,178
180,170
180,168
181,185
183,192
182,190
180,179
177,178
181,189
182,190
180,179
167,169
181,192
185,190
165,155
179,192
181,190
180,175
169,179
179,188
185,186
160,147
180,193
182,193
176,177
175,184
187,187
197,182
200,178
190,182
174,177
174,181
192,183
201,179
188,180
167,175
167,180
178,180
189,180
191,181
194,181
196,183
189,183
180,180
168,176
173,179
183,178
192,179
178,183
166,180
174,180
186,178
190,181
197,180
197,180
185,180
173,179
167,175
159,172
161,177
157,177
156,178
153,180
153,180
151,180
150,180
150,180
151,181
153,180
158,181
164,182
170,183
167,176
169,176
178,181
179,180
180,173
175,180
172,179
174,166
174,179
171,180
178,175
175,177
174,174
176,178
